-0.24709,-0.24709,0.96502,0.44722,0.31834,0.017525,0.44722,0,0.44722,0.44722,-0.24709,0.96502,0.31834,0.25676,0.65384,0.17273,0.17273,0.17273,0.17273,0.17273,-0.24709,0,0.96502,0.25676,0.31834,0.017525,0.44722,0.44722,0.44722,0.44722,-0.24709,0.96502,0.31834,0.17273,0.65384,0.44722,0.17273,0.13101,0.44722,0.17273,-0.24709,0.17273,0.96502,0.25676,0.31834,0.63449,0.44722,0,0.44722,0.44722,-0.24709,0.96502,0.31834,0.60003,0.65384,0.17273,0.17273,0.13101,0.17273,0.17273,-0.24709,0.26245,0.96502,0.017525,0.017525,0.017525,0.26245,0,0.44722,0.17273,-0.24709,0.96502,0.31834,0.25676,0.65384,0.17273,0.17273,0.13101,0.17273,0.17273
-0.24709,-0.24709,0.96502,0.44722,0.31834,0.017525,0.44722,0,0.44722,0.44722,-0.24709,0.96502,0.31834,0.25676,0.65384,0.17273,0.17273,0.17273,0.17273,0.17273,0.017525,-0.24709,0.96502,0.25676,0.31834,0.017525,0.44722,0.44722,0.44722,0.44722,-0.24709,0.96502,0.31834,0.17273,0.65384,0.44722,0.17273,0.13101,0.44722,0.17273,0.017525,-0.24709,0.96502,0.25676,0.31834,0.63449,0.44722,0,0.44722,0.44722,-0.24709,0.96502,0.31834,0.60003,0.65384,0.17273,0.17273,0.13101,0.17273,0.17273,-0.24709,-0.24709,0.96502,0.017525,0.017525,0.017525,0.26245,0,0.44722,0.17273,-0.24709,0.96502,0.31834,0.25676,0.65384,0.17273,0.17273,0.13101,0.17273,0.17273
1,1,-0.24709,0.76607,0.53704,0.91354,0.76607,0.83839,0.76607,0.76607,1,-0.24709,0.53704,0.55935,0.26437,0.91634,0.91634,0.91634,0.91634,0.91634,0.91354,0.83839,-0.24709,0.55935,0.53704,0.91354,0.76607,0.76607,0.76607,0.76607,1,-0.24709,0.53704,0.91634,0.26437,0.76607,0.91634,0.70531,0.76607,0.91634,0.91354,0.91634,-0.24709,0.55935,0.53704,0.11603,0.76607,0.83839,0.76607,0.76607,1,-0.24709,0.53704,0.54682,0.26437,0.91634,0.91634,0.70531,0.91634,0.91634,1,0.60886,-0.24709,0.91354,0.91354,0.91354,0.60886,0.83839,0.76607,0.91634,1,-0.24709,0.53704,0.55935,0.26437,0.91634,0.91634,0.70531,0.91634,0.91634
0.47446,0.47446,0.7747,-0.24709,0.46291,0.36402,-0.24709,0.50988,-0.24709,-0.24709,0.47446,0.7747,0.46291,0.26733,0.58167,0.25521,0.25521,0.25521,0.25521,0.25521,0.36402,0.50988,0.7747,-0.24709,0.46291,0.36402,-0.24709,-0.24709,-0.24709,-0.24709,0.47446,0.7747,0.46291,0.25521,0.58167,-0.24709,0.25521,0.40676,-0.24709,0.25521,0.36402,0.25521,0.7747,-0.24709,0.46291,0.43998,-0.24709,0.50988,-0.24709,-0.24709,0.47446,0.7747,0.46291,0.12059,0.58167,0.25521,0.25521,0.40676,0.25521,0.25521,0.47446,0.19916,0.7747,-0.24709,0.36402,0.36402,0.19916,0.50988,-0.24709,0.25521,0.47446,0.7747,0.46291,0.26733,0.58167,0.25521,0.25521,0.40676,0.25521,0.25521
0.36188,0.36188,0.57412,0.48711,-0.24709,0.24851,0.48711,0.21605,0.48711,0.48711,0.36188,0.57412,-0.24709,0.063496,0.19615,0.43261,0.43261,0.43261,0.43261,0.43261,0.24851,0.21605,0.57412,0.063496,-0.24709,0.24851,0.48711,0.48711,0.48711,0.48711,0.36188,0.57412,-0.24709,0.43261,0.19615,0.48711,0.43261,0.066026,0.48711,0.43261,0.24851,0.43261,0.57412,0.063496,-0.24709,0.27959,0.48711,0.21605,0.48711,0.48711,0.36188,0.57412,-0.24709,0.42413,0.19615,0.43261,0.43261,0.066026,0.43261,0.43261,0.36188,0.21013,0.57412,0.24851,-0.24709,0.24851,0.21013,0.21605,0.48711,0.43261,0.36188,0.57412,-0.24709,0.063496,0.19615,0.43261,0.43261,0.066026,0.43261,0.43261
0.022497,0.022497,0.88156,0.34238,0.212,-0.24709,0.34238,0.077243,0.34238,0.34238,0.022497,0.88156,0.212,0.16333,0.53628,0.20499,0.20499,0.20499,0.20499,0.20499,-0.24709,0.077243,0.88156,0.16333,0.212,-0.24709,0.34238,0.34238,0.34238,0.34238,0.022497,0.88156,0.212,0.20499,0.53628,0.34238,0.20499,0.028106,0.34238,0.20499,-0.24709,0.20499,0.88156,0.16333,0.212,-0.24709,0.34238,0.077243,0.34238,0.34238,0.022497,0.88156,0.212,0.46641,0.53628,0.20499,0.20499,0.028106,0.20499,0.20499,0.022497,0.17951,0.88156,-0.24709,-0.24709,-0.24709,0.17951,0.077243,0.34238,0.20499,0.022497,0.88156,0.212,0.16333,0.53628,0.20499,0.20499,0.028106,0.20499,0.20499
0.47446,0.47446,0.7747,-0.24709,0.46291,0.36402,-0.24709,0.50988,-0.24709,-0.24709,0.47446,0.7747,0.46291,0.26733,0.58167,0.25521,0.25521,0.25521,0.25521,0.25521,0.36402,0.50988,0.7747,0.26733,0.46291,0.36402,-0.24709,-0.24709,-0.24709,-0.24709,0.47446,0.7747,0.46291,0.25521,0.58167,-0.24709,0.25521,0.40676,-0.24709,0.25521,0.36402,0.25521,0.7747,0.26733,0.46291,0.43998,-0.24709,0.50988,-0.24709,-0.24709,0.47446,0.7747,0.46291,0.12059,0.58167,0.25521,0.25521,0.40676,0.25521,0.25521,0.47446,0.19916,0.7747,0.36402,0.36402,0.36402,-0.24709,0.50988,-0.24709,0.25521,0.47446,0.7747,0.46291,0.26733,0.58167,0.25521,0.25521,0.40676,0.25521,0.25521
0.010642,0.010642,0.84662,0.51055,0.20197,0.090252,0.51055,-0.24709,0.51055,0.51055,0.010642,0.84662,0.20197,0.20064,0.54708,0.2281,0.2281,0.2281,0.2281,0.2281,0.090252,-0.24709,0.84662,0.20064,0.20197,0.090252,0.51055,-0.24709,0.51055,0.51055,0.010642,0.84662,0.20197,0.2281,0.54708,0.51055,0.2281,0.012534,0.51055,0.2281,0.090252,0.2281,0.84662,0.20064,0.20197,0.55326,0.51055,-0.24709,0.51055,0.51055,0.010642,0.84662,0.20197,0.59824,0.54708,0.2281,0.2281,0.012534,0.2281,0.2281,0.010642,0.21015,0.84662,0.090252,0.090252,0.090252,0.21015,-0.24709,0.51055,0.2281,0.010642,0.84662,0.20197,0.20064,0.54708,0.2281,0.2281,0.012534,0.2281,0.2281
0.47446,0.47446,0.7747,-0.24709,0.46291,0.36402,-0.24709,0.50988,-0.24709,-0.24709,0.47446,0.7747,0.46291,0.26733,0.58167,0.25521,0.25521,0.25521,0.25521,0.25521,0.36402,0.50988,0.7747,0.26733,0.46291,0.36402,-0.24709,-0.24709,-0.24709,-0.24709,0.47446,0.7747,0.46291,0.25521,0.58167,-0.24709,0.25521,0.40676,-0.24709,0.25521,0.36402,0.25521,0.7747,0.26733,0.46291,0.43998,-0.24709,0.50988,-0.24709,-0.24709,0.47446,0.7747,0.46291,0.12059,0.58167,0.25521,0.25521,0.40676,0.25521,0.25521,0.47446,0.19916,0.7747,0.36402,0.36402,0.36402,0.19916,0.50988,-0.24709,0.25521,0.47446,0.7747,0.46291,0.26733,0.58167,0.25521,0.25521,0.40676,0.25521,0.25521
0.47446,0.47446,0.7747,-0.24709,0.46291,0.36402,-0.24709,0.50988,-0.24709,-0.24709,0.47446,0.7747,0.46291,0.26733,0.58167,0.25521,0.25521,0.25521,0.25521,0.25521,0.36402,0.50988,0.7747,0.26733,0.46291,0.36402,-0.24709,-0.24709,-0.24709,-0.24709,0.47446,0.7747,0.46291,0.25521,0.58167,-0.24709,0.25521,0.40676,-0.24709,0.25521,0.36402,0.25521,0.7747,0.26733,0.46291,0.43998,-0.24709,0.50988,-0.24709,-0.24709,0.47446,0.7747,0.46291,0.12059,0.58167,0.25521,0.25521,0.40676,0.25521,0.25521,0.47446,0.19916,0.7747,0.36402,0.36402,0.36402,0.19916,0.50988,-0.24709,-0.24709,0.47446,0.7747,0.46291,0.26733,0.58167,0.25521,0.25521,0.40676,0.25521,0.25521
